kind,layer,mean,ci_lo,ci_hi,pos_frac,n,vnorm_mean,split,increment
resid,22,3.571990966796875,3.0571250915527344,4.068373107910156,0.921875,128,1092.3799810409546,validation,-0.012939453125
resid,23,3.607391357421875,3.089857482910156,4.114839172363281,0.8984375,128,1097.770716279745,validation,0.035400390625
resid,24,4.064422607421875,3.586791229248047,4.532849884033203,0.9609375,128,1107.052852988243,validation,0.45703125
resid,25,4.077117919921875,3.604730987548828,4.5418449401855465,0.9609375,128,1113.127203911543,validation,0.0126953125
resid,26,4.088104248046875,3.611138916015625,4.555393218994141,0.9609375,128,1121.5795167386532,validation,0.010986328125
resid,27,4.136688232421875,3.656177520751953,4.606575775146484,0.96875,128,1134.5117801129818,validation,0.048583984375
resid,28,4.176727294921875,3.709908294677734,4.642230224609374,0.96875,128,1138.692461103201,validation,0.0400390625
resid,29,4.582000732421875,4.131024169921875,5.045523834228515,0.9765625,128,1107.3432765603065,validation,0.4052734375
resid,30,4.659149169921875,4.201557159423828,5.117654418945312,0.984375,128,810.6722111105919,validation,0.0771484375
resid,31,4.919403076171875,4.463082885742187,5.383527374267578,0.9765625,128,593.5126119852066,validation,0.26025390625
attn_layer,0,0.05938720703125,-0.07373199462890626,0.199462890625,0.3671875,128,0.6330998684279621,discovery,
attn_layer,1,-0.0445098876953125,-0.1324016571044922,0.04500045776367184,0.3203125,128,1.456483738264069,discovery,
attn_layer,2,-0.001220703125,-0.0466339111328125,0.05518188476562491,0.328125,128,2.3896157909184694,discovery,
attn_layer,3,0.03399658203125,-0.0146484375,0.08673858642578114,0.3671875,128,2.9648504643701017,discovery,
attn_layer,4,-0.0008544921875,-0.0567626953125,0.061767578125,0.3203125,128,3.4835278410464525,discovery,
attn_layer,5,0.06207275390625,0.0162353515625,0.11053466796875,0.453125,128,4.064419228583574,discovery,
attn_layer,6,0.03094482421875,-0.004702758789062499,0.06745300292968737,0.390625,128,4.360917123965919,discovery,
attn_layer,7,0.067626953125,0.018310546875,0.1202392578125,0.46875,128,5.690954551100731,discovery,
attn_layer,8,0.071533203125,0.027462768554687503,0.114990234375,0.5625,128,5.855871421284974,discovery,
attn_layer,9,0.00836181640625,-0.02783355712890625,0.04425201416015623,0.3671875,128,6.085354312323034,discovery,
attn_layer,10,0.01763916015625,-0.027407836914062497,0.05890350341796868,0.3828125,128,6.7823086101561785,discovery,
attn_layer,11,0.00732421875,-0.0394287109375,0.0567626953125,0.390625,128,7.721076654270291,discovery,
attn_layer,12,-0.00902557373046875,-0.052630043029785155,0.03121414184570309,0.3671875,128,8.61752661690116,discovery,
attn_layer,13,0.04217529296875,0.003536987304687501,0.08117828369140623,0.4609375,128,9.340538740158081,discovery,
attn_layer,14,0.03759765625,-0.015142822265624998,0.08984375,0.5234375,128,10.958134103566408,discovery,
attn_layer,15,0.27801513671875,0.193359375,0.3716476440429687,0.640625,128,13.527259225025773,discovery,
